Brand,Model,Variant,Name,Year,Km_Driven,Fuel,Seller_Type,Transmission,Owner,Selling_Price
11,64,665,559,2007,100000,1,1,1,2,300000
9,109,585,267,2014,60000,1,1,1,2,350000
19,247,625,1092,2011,160000,1,1,1,2,229999
10,123,295,331,2015,50000,4,1,1,0,821000
12,17,694,695,2014,80000,4,1,1,2,200000
11,414,348,587,2017,60000,1,1,1,2,1000000
12,15,517,688,2016,60000,4,1,1,2,220000
8,192,243,179,2015,148620,1,0,1,0,459999
12,371,707,826,2012,70000,1,1,1,2,310000
10,153,645,355,2018,42000,1,1,1,0,815000
3,336,375,41,2011,150000,1,1,1,2,170000
12,366,435,813,2017,30000,1,1,1,0,1000000
10,399,604,418,2010,90000,4,1,1,1,155000
11,475,467,624,2017,120000,1,1,1,0,400000
11,355,557,580,2016,80000,1,1,1,2,400000
19,245,147,1089,2010,80000,1,1,1,2,250000
19,252,605,1111,2008,50000,4,1,1,4,150000
10,393,720,407,2002,70000,4,1,1,2,80000
21,492,250,1298,2014,70000,1,1,0,0,325000
10,158,556,362,2019,8000,4,1,0,0,738000
12,17,694,695,2016,30000,4,1,1,0,300000
19,247,629,1093,2012,110000,1,1,1,0,150000
21,496,685,1308,2011,110000,1,1,1,0,280000
10,389,606,404,2006,120000,4,1,1,2,100000
12,469,556,884,2008,100000,4,1,1,2,150000
12,450,688,851,2014,100000,1,1,1,2,380000
12,15,629,700,2006,60000,4,1,1,2,90000
18,185,105,1029,2011,60000,1,1,1,2,275000
12,573,673,946,2009,41090,4,1,1,0,180000
12,15,511,682,2014,40000,4,1,1,0,200000
20,118,600,1211,2011,40000,4,1,1,2,500000
8,186,292,155,2010,70000,4,1,1,2,300000
10,506,285,443,2015,80000,1,1,1,2,765000
12,450,688,851,2017,90000,1,1,1,0,650000
12,546,647,934,2017,19000,4,1,1,0,380000
12,450,688,851,2014,110000,1,1,1,2,480000
12,577,0,945,2010,68000,0,1,1,2,145000
12,363,689,810,2011,120000,1,1,1,2,280000
12,450,688,851,2014,30000,1,1,1,0,254999
19,71,697,1068,2016,90000,4,1,1,2,300000
12,464,556,873,2015,140000,1,1,1,4,480000
18,357,301,1055,2017,44500,4,1,0,0,850000
10,594,162,530,2014,52000,1,1,1,2,350000
10,591,98,520,2016,26000,4,1,1,0,650000
19,318,478,1148,2007,80000,4,1,1,2,550000
12,82,694,726,2015,35000,4,1,1,0,300000
12,447,152,836,2008,60000,4,1,1,2,150000
10,219,674,396,2014,120000,4,1,1,0,300000
10,399,698,421,2004,58000,4,1,1,0,80000
19,297,619,1131,2011,80000,1,1,1,4,180000
8,186,196,151,2009,100000,1,1,1,1,110000
10,219,674,396,2015,12000,4,1,1,0,425000
9,34,714,231,2016,35000,1,1,1,0,700000
12,578,556,948,2010,50000,4,1,1,2,130000
12,450,707,858,2017,67000,1,1,1,0,650000
17,128,658,1003,2013,100000,4,1,1,2,400000
11,475,470,627,2017,60000,1,1,1,0,800000
11,66,665,556,2017,70000,1,1,1,0,675000
12,329,619,801,2017,50000,4,1,1,1,210000
19,319,384,1151,2009,120000,1,1,1,4,150000
12,326,560,799,2007,100000,0,1,1,1,45000
10,599,41,540,2015,90000,4,1,1,0,516000
10,599,41,540,2014,80000,4,1,1,0,450000
3,430,15,52,2012,90000,4,1,1,2,134000
20,179,687,1233,2014,157000,1,1,1,2,509999
21,343,80,1281,2016,20000,4,1,1,0,500000
12,573,37,939,2008,80000,4,1,1,1,130000
12,472,556,889,2015,60000,1,1,1,0,575000
10,157,556,361,2015,49000,4,1,1,0,550000
19,251,555,1100,2009,89255,1,1,1,0,145000
12,15,511,682,2020,5000,4,1,1,0,347000
19,247,692,1094,2013,110000,1,1,1,0,275000
3,60,583,18,2012,90000,1,1,1,2,160000
6,229,135,88,2010,63000,1,1,1,4,150000
9,308,690,307,2015,23000,4,1,1,0,550000
11,355,558,581,2013,100000,1,1,1,0,349000
11,65,501,551,2004,168000,1,1,1,1,229999
19,243,190,1085,2008,90000,1,1,1,4,110000
12,536,643,921,2008,70000,4,1,1,4,110000
17,274,655,1013,2018,5550,4,1,1,2,245000
12,17,694,695,2014,100000,4,1,1,2,180000
12,543,619,927,2014,80000,4,1,1,2,290000
10,590,642,534,2010,40000,4,1,1,0,250000
19,252,681,1119,2010,100000,1,1,1,0,150000
12,5,535,665,2004,35000,4,1,1,4,55000
18,282,342,1037,2006,75000,1,1,1,2,500000
11,355,557,580,2013,150000,1,1,1,1,290000
12,15,667,706,2009,70000,4,1,1,0,72000
12,363,689,810,2014,115000,1,1,1,0,250000
12,448,694,837,2019,25000,4,1,0,0,575000
10,395,556,410,2019,15000,4,1,1,0,425000
12,145,489,762,2019,10000,0,1,1,0,470000
20,179,692,1234,2012,80000,4,1,1,4,220000
12,15,511,682,2020,1700,4,1,1,0,310000
8,191,276,172,2016,45217,1,0,1,0,400000
10,140,651,346,2018,20000,4,1,1,0,310000
12,101,663,753,2017,50000,1,1,1,0,750000
19,319,384,1151,2009,120000,1,1,1,2,204999
12,447,152,836,2010,50000,4,1,1,0,260000
12,15,631,703,2012,40000,4,1,1,2,180000
11,362,205,584,2007,110000,1,1,1,2,125000
12,464,556,873,2014,155000,1,1,1,0,420000
12,17,630,692,2011,70000,4,1,1,2,220000
12,17,438,690,2010,70000,4,1,1,4,200000
8,238,189,205,2009,100000,1,1,1,4,130000
19,487,704,1188,2016,41000,4,0,1,0,335000
9,107,542,262,2011,97000,4,0,0,2,434999
9,111,660,274,2014,60000,4,1,1,0,500000
12,20,546,698,2017,60000,4,1,1,0,290000
8,143,258,141,2014,48000,4,0,0,2,475000
10,558,111,483,2019,80000,4,1,1,0,600000
10,594,162,530,2013,70000,1,1,1,2,300000
21,272,380,1275,2012,80000,1,1,1,2,415000
12,523,540,901,2018,30000,1,1,0,2,800000
10,219,674,396,2016,44440,4,1,1,2,420000
12,464,556,873,2011,120000,1,1,1,0,270000
10,223,674,390,2015,80000,1,1,1,2,390000
18,280,378,1034,2012,110000,1,1,1,0,400000
1,8,430,3,2010,46000,1,1,0,0,850000
3,126,542,32,2012,120000,1,1,0,4,359000
12,450,707,858,2015,91365,1,0,1,0,470000
12,450,688,851,2013,90010,1,0,1,2,360000
12,166,688,772,2013,80000,1,1,1,0,250999
19,314,556,1140,2012,35000,4,1,1,2,45000
12,542,554,929,2006,80000,4,1,1,2,75000
12,450,688,851,2013,31800,1,0,1,0,495000
12,531,630,907,2013,59100,0,0,1,0,310000
9,266,109,292,2016,31200,4,0,1,0,540000
12,98,663,748,2016,51000,1,0,1,0,665000
10,597,163,537,2013,22700,1,0,1,2,425000
12,95,663,744,2016,50900,1,0,1,0,675000
12,525,683,903,2018,10000,1,1,1,0,980000
3,61,625,19,2014,60000,1,1,1,0,320000
12,363,694,811,2011,80000,4,1,1,2,250000
12,59,128,721,2016,72000,1,1,1,0,600000
10,558,68,480,2016,96000,4,1,1,0,300000
3,61,625,19,2014,66000,1,1,1,0,305000
12,536,643,921,2009,70000,4,1,1,0,106000
10,12,279,319,2006,75000,4,1,1,4,90000
19,487,89,1183,2019,2417,4,1,1,0,539000
10,137,645,341,2016,30000,4,1,1,2,250000
11,414,556,596,2018,60000,1,1,1,0,707000
10,215,604,369,2007,120000,4,1,1,1,95000
12,145,489,762,2020,7000,0,1,1,0,495000
19,252,681,1119,2012,35000,1,1,1,0,200000
12,6,696,677,2009,110000,4,1,1,1,110000
12,15,631,703,2008,130000,4,1,1,1,100000
12,15,510,681,2016,25000,4,1,1,2,150000
8,238,138,203,2005,80000,4,1,1,4,50000
3,46,157,8,2007,70000,4,1,1,2,85000
10,219,67,378,2018,23000,4,1,1,0,475000
21,343,81,1282,2014,40000,4,1,1,0,425000
2,2,671,5,2006,110000,4,1,0,2,480000
12,367,435,814,2019,10000,1,1,1,0,950000
12,450,688,851,2015,80000,1,1,1,0,535000
10,508,533,460,2009,25000,1,1,1,4,325000
12,541,694,923,2013,74000,4,1,1,4,270000
12,82,694,726,2015,60000,4,1,1,4,300000
21,494,685,1307,2011,70000,1,1,1,0,325000
19,319,384,1151,2010,100000,1,1,1,0,350000
10,507,669,459,2008,146000,1,1,1,4,229999
12,450,622,847,2012,120000,1,1,1,2,325000
12,528,630,914,2005,70000,4,1,1,2,70000
18,279,548,1032,2008,120000,1,1,1,4,190000
3,125,628,31,2011,65500,1,1,1,0,345000
11,414,348,587,2016,70000,1,1,1,0,1025000
12,15,511,682,2012,50000,4,1,1,0,120000
12,23,555,705,2009,90000,4,1,1,2,114999
9,104,232,253,2009,120000,4,1,1,2,300000
12,82,694,726,2016,56000,4,0,1,0,340000
12,528,630,914,2005,70000,4,1,1,2,90000
12,15,629,700,2006,140300,4,1,1,0,150000
12,17,438,690,2010,70000,4,1,1,0,115999
12,528,694,924,2016,23000,4,0,1,2,375000
12,575,555,944,2007,10211,4,1,1,0,275000
11,414,426,593,2005,120000,1,1,1,4,120000
12,82,708,731,2015,120000,1,1,1,0,350000
12,82,711,732,2017,35000,4,1,1,0,409999
10,506,307,444,2012,130000,1,1,1,0,500000
15,439,700,975,2013,90000,1,1,1,2,220000
8,186,289,154,2008,80000,4,1,1,2,120000
10,399,699,424,2007,55000,4,1,1,2,70000
12,458,651,861,2017,15000,4,1,1,0,800000
11,420,556,608,2012,145000,1,1,1,0,525000
5,210,591,69,2016,35000,4,1,1,0,300000
10,585,642,489,2008,56000,4,1,1,2,195000
8,187,186,159,2007,98000,1,1,1,2,130000
20,179,687,1233,2011,135000,1,1,1,2,300000
12,15,695,707,2002,60000,4,1,1,4,120000
20,264,404,1245,2010,120000,1,1,1,4,450000
19,252,625,1114,2010,102000,1,1,1,2,160000
11,67,649,553,2018,35000,1,1,1,0,800000
12,5,534,664,2013,80000,4,1,1,0,100000
12,15,511,682,2015,32933,4,0,1,0,265000
12,528,630,914,2008,54551,4,0,1,0,175000
12,326,503,797,2014,57112,4,0,1,0,250999
10,558,112,484,2015,41025,4,0,0,0,471000
12,450,621,845,2019,5000,1,1,1,0,650000
10,133,642,344,2012,53122,4,0,1,2,225000
12,15,513,684,2013,64111,0,0,1,0,245000
12,363,631,808,2011,78892,4,0,1,0,221000
10,590,47,501,2011,74113,4,0,1,0,271000
12,528,694,924,2012,80000,4,0,1,0,290000
12,469,556,884,2017,39000,4,0,1,0,525000
21,492,296,1302,2012,84775,4,0,1,0,377000
19,313,662,1137,2012,20778,4,0,1,0,95000
12,166,688,772,2015,64441,1,0,1,0,763000
9,27,717,223,2015,43192,4,0,1,0,450000
19,316,697,1144,2014,44416,4,0,1,0,140000
12,98,663,748,2016,79991,1,0,1,0,701000
15,304,705,970,2011,62601,1,0,1,2,277000
12,56,550,714,2018,50000,4,1,0,0,520000
8,192,238,176,2017,100000,1,1,1,0,550000
21,494,613,1305,2011,97000,1,1,1,4,260000
17,351,659,1023,2015,100000,1,1,1,0,420000
16,0,602,990,2002,100000,4,1,1,4,35000
12,92,197,741,2017,46000,4,1,1,0,680000
12,447,688,872,2012,40000,1,1,1,0,425000
12,450,621,845,2014,70000,1,1,1,2,450000
20,264,410,1251,2008,89600,1,1,1,4,590000
21,272,191,1270,2017,60800,4,1,1,0,936999
9,308,578,306,2015,104000,1,1,1,2,420000
21,343,252,1284,2014,80000,1,1,1,2,450000
12,5,534,664,2004,69111,4,1,1,4,40000
20,264,401,1242,2014,70000,1,1,1,2,520000
12,5,534,664,2007,120000,4,1,1,0,80000
19,310,565,1132,2014,40000,4,1,1,0,55000
11,65,496,550,2001,100000,1,1,1,4,80000
12,15,511,682,2019,20000,4,1,1,0,210000
19,487,30,1177,2017,50000,1,1,1,0,260000
19,583,128,1196,2016,70000,1,1,1,0,250000
19,244,555,1086,2008,90000,1,1,1,0,80000
20,264,408,1249,2010,150000,1,1,1,2,450000
20,264,402,1243,2005,120000,1,1,1,2,310000
8,196,590,188,2014,90000,4,1,1,2,350000
12,371,688,823,2011,100000,1,1,1,0,320000
9,27,714,220,2016,90000,1,1,1,0,475000
19,292,619,1121,2011,140000,1,1,1,2,220000
19,240,619,1076,2008,60000,4,1,1,0,70000
3,384,148,46,2015,40000,1,1,1,0,281000
19,261,582,1112,2013,80000,1,1,1,0,211000
10,156,596,360,2018,11000,4,1,1,0,550000
3,164,501,35,2014,110000,1,1,1,0,350000
12,542,540,925,2017,19890,4,0,0,0,420000
17,274,657,1016,2015,20969,4,0,1,0,270000
12,82,694,726,2016,20194,4,0,1,0,399000
8,191,684,194,2016,34982,4,0,1,0,440000
10,133,642,344,2012,44588,4,0,1,0,250000
8,143,214,137,2016,57904,1,0,1,0,650000
12,17,694,695,2015,59258,4,0,1,0,270000
8,191,684,194,2016,60826,4,0,1,0,390000
12,5,534,664,2014,35000,4,1,1,0,225000
11,557,450,648,2015,110000,1,1,1,2,900000
19,321,92,1160,2019,10000,4,1,1,0,800000
9,25,715,212,2013,50000,1,1,1,0,320000
12,15,511,682,2016,25000,4,1,1,0,300000
10,590,48,502,2018,25000,4,1,1,0,740000
5,360,7,82,2019,1300,4,1,1,0,350000
5,213,556,75,2014,40000,4,1,1,0,280000
12,451,688,841,2018,50000,1,1,0,0,675000
10,587,39,488,2011,20000,4,1,1,0,300000
3,80,383,28,2011,76000,1,1,1,4,400000
11,425,455,617,2010,100000,1,1,1,4,420000
19,318,473,1147,2008,120000,1,1,1,0,300000
12,542,643,931,2010,70000,4,1,1,0,170000
10,136,651,340,2014,70000,4,1,1,4,210000
12,166,688,772,2015,60000,1,1,1,2,600000
12,543,619,927,2014,38000,4,1,1,2,260000
19,316,704,1145,2015,19000,4,1,1,0,82000
11,475,468,625,2016,75000,1,1,1,0,690000
10,223,549,387,2015,70000,1,1,1,0,300000
10,507,294,456,2017,31707,1,1,1,0,799000
12,15,511,682,2014,90000,4,1,1,2,190000
11,504,201,635,2014,30000,1,1,1,0,250000
10,506,325,454,2009,60000,4,1,1,0,200000
11,64,573,549,2005,90000,1,1,1,2,300000
19,584,127,1201,2015,120000,4,1,1,2,250000
12,5,534,664,2008,70000,4,1,1,4,90000
17,127,520,999,2016,160000,1,1,1,0,700000
12,542,647,933,2017,110000,4,1,1,2,290000
20,264,421,1261,2014,97000,1,1,1,2,1050000
19,263,582,1118,2008,100000,1,1,1,4,70000
12,472,556,889,2016,41000,1,1,1,0,520000
19,252,625,1114,2012,90000,1,1,1,0,150000
10,588,33,490,2008,90000,4,1,1,0,120000
10,596,41,532,2016,25000,4,1,1,0,600000
19,559,480,1195,2010,70000,1,1,1,2,150000
21,499,613,1311,2011,60000,4,1,1,0,400000
12,15,511,682,2015,30000,4,1,1,2,310000
12,55,41,709,2015,30000,4,1,1,0,550000
10,596,162,533,2016,60000,1,1,1,0,550000
10,223,642,389,2013,73000,1,1,1,0,320000
12,521,645,898,2017,50000,1,1,1,2,700000
12,166,688,772,2012,110000,1,1,1,2,700000
10,590,188,516,2017,84000,1,0,1,0,655000
3,63,624,25,2011,110000,3,1,1,0,200000
17,127,521,1000,2012,150000,1,1,1,0,375000
10,506,307,444,2012,109052,1,0,1,0,470000
12,92,689,745,2015,90658,1,0,1,0,550000
9,34,714,231,2014,110000,1,1,1,2,500000
5,214,556,76,2015,25000,4,1,1,0,210000
10,510,583,462,2009,75000,1,0,0,0,245000
9,527,692,312,2017,25552,4,0,1,2,700000
10,140,651,346,2018,20000,4,1,1,0,300000
10,558,53,476,2017,80000,1,1,1,0,350000
10,151,556,354,2017,25000,4,0,0,0,635000
9,104,660,261,2012,40700,4,1,1,0,325000
19,260,555,1109,2008,42000,4,0,1,0,110000
9,104,267,257,2018,8000,4,0,1,0,890000
12,447,142,834,2007,80000,4,1,1,2,73000
12,102,651,756,2016,6000,4,0,1,0,750000
12,55,41,709,2018,11174,4,0,1,0,690000
19,252,604,1110,2008,120000,4,1,1,0,130000
10,399,604,418,2007,85000,4,1,1,2,85000
15,439,705,976,2013,105000,1,1,1,0,325000
10,506,282,441,2018,30000,1,0,1,2,860000
12,368,435,816,2017,41000,1,1,1,0,690000
10,148,660,350,2013,54000,1,0,1,0,650000
3,387,533,50,2014,40000,1,1,1,0,375000
10,506,309,445,2013,71000,1,0,1,0,525000
12,146,488,763,2016,72500,4,0,1,0,330000
12,146,488,763,2013,76600,4,0,1,0,280000
12,447,711,890,2014,40000,4,1,1,0,470000
21,346,120,1289,2011,110000,1,1,1,0,350000
9,104,266,256,2012,63000,4,0,1,0,480000
10,506,285,443,2016,60000,1,1,1,0,620000
5,213,556,75,2014,58000,4,1,1,0,250000
3,430,7,51,2010,80000,4,1,1,2,78692
10,598,162,539,2012,80000,1,1,1,0,350000
12,534,643,913,2013,70000,4,1,1,2,250000
10,590,103,507,2011,97700,4,1,1,1,260000
9,308,578,306,2016,36000,1,1,1,2,640000
19,319,384,1151,2008,90000,1,1,1,2,220000
21,492,252,1299,2015,130000,1,1,1,0,465000
12,470,555,885,2010,120000,1,1,1,2,229999
12,543,619,927,2018,15000,4,1,1,0,425000
19,240,619,1076,2008,120000,4,1,1,4,95000
5,361,645,83,2016,37500,4,1,1,2,229999
12,218,641,786,2007,145000,4,1,1,4,479000
10,133,674,348,2016,30000,4,1,1,0,340000
12,450,711,859,2016,35000,4,1,1,0,620000
19,296,589,1127,2012,60000,1,1,1,0,270000
19,487,32,1179,2018,35000,1,1,1,0,400000
12,542,647,933,2015,40000,4,1,1,0,260000
10,392,720,406,2003,50000,4,1,1,1,48000
19,316,697,1144,2015,23800,4,1,1,2,100000
15,481,518,986,2015,70000,1,1,1,0,490000
12,533,636,909,2010,90000,3,1,1,2,120000
10,585,594,486,2008,102000,4,1,1,2,125000
12,15,511,682,2019,5000,4,1,1,0,190000
6,287,651,102,2011,20000,4,1,1,0,500000
9,115,337,290,2008,90000,4,1,1,0,320000
9,115,330,287,2007,47000,4,0,0,0,250000
8,194,682,186,2010,90000,1,1,1,4,105000
10,591,98,520,2018,20000,4,1,1,0,550000
10,219,70,379,2019,1100,4,1,0,0,600000
12,15,517,688,2020,40000,4,1,1,0,210000
12,15,512,683,2012,15000,4,1,1,0,210000
12,15,631,703,2009,40000,4,1,1,0,150000
10,587,33,487,2008,60000,4,1,1,0,125000
12,82,694,726,2016,20000,4,1,1,0,380000
12,56,41,712,2019,5000,4,1,1,0,600000
12,467,581,881,2016,27000,4,1,1,0,490000
12,450,621,845,2018,38000,1,1,1,2,545000
12,543,619,927,2015,25000,4,1,1,0,250000
10,503,556,436,2020,1100,4,1,1,0,1050000
12,534,643,913,2007,100000,4,1,1,0,100000
8,194,711,187,2014,100000,1,1,1,2,250000
12,534,555,912,2007,110000,4,1,1,0,100000
8,191,273,169,2016,60000,1,1,1,2,350000
17,127,367,997,2012,70000,1,1,1,2,370000
12,582,617,956,2004,110000,4,1,1,2,121000
8,192,262,180,2017,44077,4,0,0,0,570000
12,169,688,769,2017,24000,1,1,1,0,785000
12,93,128,742,2018,30000,1,1,1,0,850000
12,543,619,927,2016,30000,4,1,1,2,375000
12,55,41,709,2017,40000,4,1,1,0,619000
3,125,628,31,2011,90000,1,1,1,2,335000
20,264,402,1243,2006,50000,1,1,1,0,500000
12,528,629,910,2003,100000,4,1,1,2,60000
19,252,681,1119,2013,70000,1,1,1,2,270000
12,536,643,921,2010,100000,4,1,1,2,225000
12,377,556,829,2011,160000,4,1,1,2,150000
3,61,627,20,2013,70000,1,1,1,0,173000
21,492,224,1296,2017,110000,1,1,0,0,710000
12,59,41,720,2017,20000,4,1,1,0,550000
12,5,536,666,2008,70000,4,1,1,2,58000
11,414,639,600,2013,150000,1,1,1,0,500000
12,461,556,868,2009,83000,4,1,1,2,120000
10,136,651,340,2018,30000,4,1,1,0,300000
5,212,556,73,2015,21000,4,1,1,0,295000
12,173,560,776,2018,80000,0,1,1,0,587000
0,217,369,2,2012,50000,4,1,1,2,430000
10,518,5,472,2007,50000,4,1,1,2,123000
18,280,377,1033,2012,48500,1,1,0,2,450000
12,536,643,921,2007,60000,4,1,1,4,130000
19,243,190,1085,2010,90000,1,1,1,2,110000
10,219,642,391,2015,70000,4,1,1,2,320000
12,537,619,915,2014,50000,4,1,1,0,300000
21,124,78,1269,2016,110000,4,1,1,0,350000
12,173,650,777,2018,50000,4,1,1,0,800000
10,590,84,506,2017,60000,4,1,1,0,540000
12,536,560,917,2011,60000,0,1,1,2,160000
12,371,688,823,2013,100000,1,1,1,2,340000
12,144,489,759,2017,40000,4,1,1,2,350000
21,495,591,1306,2011,100000,1,1,1,0,300000
12,363,689,810,2013,63000,1,1,1,0,330000
12,536,560,917,2016,80000,0,1,1,2,325000
12,450,688,851,2013,55000,1,1,1,0,250000
12,463,688,871,2013,55000,1,1,1,0,250000
3,63,645,26,2015,60000,4,1,1,0,240000
10,219,67,378,2020,5000,4,1,1,0,545000
10,588,39,491,2015,48000,4,0,1,0,300000
17,274,657,1016,2017,50000,4,1,1,0,240000
17,274,24,1008,2018,15000,4,1,1,0,360000
10,590,167,512,2012,70000,1,1,1,0,250000
18,281,377,1036,2019,105000,1,0,0,0,475000
10,596,162,533,2016,50000,1,1,1,2,600000
19,252,561,1101,2010,80000,1,1,1,2,150000
8,142,217,121,2017,50000,1,1,1,0,700000
12,89,556,733,2018,10000,4,1,0,0,500000
10,399,604,418,2012,45000,4,1,1,2,193000
9,111,686,276,2015,10000,4,1,1,0,800000
12,536,643,921,2008,50000,4,1,1,0,150000
12,5,534,664,2002,40000,4,1,1,1,80000
8,194,590,184,2010,100000,1,1,1,4,130000
8,194,590,184,2012,80000,1,1,1,2,280000
11,562,619,651,2011,110000,1,1,1,2,229999
12,578,555,947,2008,120000,4,1,1,0,80000
19,312,555,1134,2010,10000,4,1,1,0,70000
12,363,689,810,2013,60000,1,1,1,2,240000
11,560,588,660,2010,72000,1,1,1,2,380000
10,399,702,429,2006,110000,4,1,1,0,80000
10,585,594,486,2013,50000,4,1,1,0,265000
10,141,645,347,2018,25000,4,1,1,0,320000
15,480,363,983,2014,120000,1,1,1,4,500000
11,556,450,647,2014,80000,1,1,1,2,600000
19,487,87,1181,2018,80000,4,1,1,0,420000
12,576,619,943,2009,120000,4,1,1,0,140000
18,280,378,1034,2010,100000,1,1,1,2,300000
10,410,617,428,2006,60000,4,0,1,2,100000
12,17,694,695,2017,25000,4,0,1,0,350000
8,142,259,127,2018,19000,4,0,1,0,850000
12,15,629,700,2008,54000,4,0,1,0,140000
8,44,556,114,2015,17100,4,0,1,2,550000
10,222,542,386,2017,19000,4,0,0,0,525000
8,143,208,134,2015,146000,1,0,1,0,470000
8,160,461,143,2013,98000,1,0,0,0,900000
17,127,365,995,2017,50000,1,1,1,0,800000
5,358,25,78,2017,15000,4,1,1,0,250000
12,237,42,789,2018,25000,4,1,0,0,700000
19,321,230,1161,2019,25000,1,1,1,0,800000
11,556,450,647,2013,69000,1,1,1,0,660000
12,464,556,873,2015,60000,1,1,1,4,465000
12,450,688,851,2017,66000,1,1,1,4,600000
8,186,195,150,2010,110000,4,1,1,0,150000
10,506,307,444,2014,78000,1,1,1,2,450000
10,157,556,361,2019,10000,4,1,1,0,721000
12,447,58,832,2018,35000,4,1,1,0,300000
11,414,556,596,2019,10000,1,1,1,0,1000000
17,274,657,1016,2016,40000,4,1,1,0,300000
11,414,629,598,2013,120000,1,1,1,0,450000
8,191,276,172,2017,40000,1,1,1,0,545000
9,33,556,226,2018,20000,1,1,1,0,844999
18,356,247,1044,2016,93000,1,1,1,0,700000
20,179,687,1233,2016,159000,1,1,1,0,650000
8,143,208,134,2014,75000,1,1,1,2,525000
8,187,186,159,2006,101100,1,1,1,4,110000
19,243,147,1084,2011,66000,1,1,1,0,180000
10,585,594,486,2012,30000,4,1,1,2,280000
17,274,24,1008,2019,10000,4,1,1,0,400000
11,557,475,649,2012,126000,1,1,1,2,625000
21,492,252,1299,2015,70000,1,1,1,0,535000
12,464,647,874,2017,50000,1,1,1,0,459999
11,64,573,549,2010,100000,1,1,1,0,300000
9,115,336,289,2007,60000,4,1,0,0,280000
9,309,690,309,2014,70000,4,1,1,0,500000
10,589,542,500,2011,134444,4,1,0,2,180000
12,15,631,703,2009,120000,4,1,1,2,78000
15,305,652,971,2011,120000,1,1,1,0,160000
12,536,643,921,2008,100000,4,1,1,2,110000
11,69,477,562,2011,110000,1,1,1,2,450000
9,104,132,247,2003,165000,4,1,1,2,120000
9,50,641,233,2018,42000,1,1,1,0,1040000
10,223,674,390,2014,70000,1,1,1,2,390000
19,314,555,1139,2011,60000,4,1,1,2,65000
21,345,120,1288,2013,115000,1,1,1,4,320000
21,39,252,1266,2017,70000,1,1,1,0,720000
12,473,533,891,2007,80000,4,1,1,2,220000
12,537,619,915,2011,65000,4,0,1,0,225000
19,292,619,1121,2010,150000,1,1,1,2,200000
20,179,601,1221,2015,75000,1,0,1,2,434999
8,194,682,186,2012,63700,1,1,1,0,300000
9,34,714,231,2018,74800,1,1,1,0,700000
8,160,422,142,2009,105000,1,1,1,2,500000
17,127,519,998,2016,40000,1,1,1,0,500000
12,363,622,806,2016,90000,1,1,1,2,400000
20,119,620,1207,2015,75000,1,0,1,2,825000
12,450,688,851,2018,15000,1,1,1,0,720000
12,5,537,667,2009,30000,4,1,1,2,110000
11,425,451,613,2014,100000,1,1,1,2,600000
11,425,453,615,2009,155000,1,1,0,4,275000
10,590,188,516,2017,60000,1,1,1,0,740000
12,55,128,710,2017,90000,1,1,1,0,800000
2,550,719,7,2012,100000,1,1,0,2,750000
12,17,438,690,2012,90000,4,1,1,2,200000
19,429,495,1167,2009,75000,1,1,1,0,210000
12,464,556,873,2009,120000,1,1,1,2,270000
20,179,194,1217,2016,90000,1,1,1,2,630000
10,558,68,480,2015,55000,4,1,1,0,375000
11,560,568,650,2010,70000,1,1,1,0,300000
11,66,665,556,2016,95000,1,1,1,2,580000
10,506,162,437,2014,50000,1,1,1,0,550000
12,101,663,753,2016,50000,1,1,1,0,750000
12,329,619,801,2014,60516,4,1,1,0,250000
13,130,448,958,2007,76731,1,0,0,0,900000
12,447,707,886,2016,64000,1,0,1,0,685000
12,464,556,873,2014,65000,1,0,1,0,540000
8,143,209,135,2014,77000,1,0,1,0,610000
10,133,594,339,2011,24000,4,0,1,0,254999
15,302,705,967,2014,63840,4,0,1,0,280000
19,487,87,1181,2017,25000,4,1,1,0,370000
19,319,384,1151,2011,76400,1,1,1,2,459999
6,284,1,96,2011,80000,1,1,1,4,190000
6,353,178,108,2010,100000,4,1,1,1,165000
8,142,218,122,2017,40000,1,1,1,0,710000
12,576,619,943,2011,70000,4,1,1,0,229999
17,274,657,1016,2018,15000,4,1,1,0,310000
12,543,619,927,2015,40000,4,1,1,0,320000
12,5,534,664,2006,54000,4,1,1,0,100000
10,506,563,455,2009,90000,1,1,1,0,160000
12,5,536,666,2007,52000,4,1,1,0,60000
3,61,627,20,2016,35000,1,1,1,2,350000
17,127,366,996,2017,60000,1,1,1,0,700000
12,17,694,695,2017,31489,4,1,1,0,300000
10,590,160,509,2018,40000,1,1,1,0,830000
10,512,691,468,2010,70000,4,1,1,0,229999
10,598,162,539,2013,100000,1,1,1,0,400000
12,234,556,788,2005,70000,4,1,1,2,300000
8,195,591,183,2013,50000,1,1,1,0,300000
12,5,534,664,2008,50000,4,1,1,2,80000
12,175,696,783,2007,90000,4,1,1,2,100000
19,247,625,1092,2012,110000,1,1,1,0,300000
12,59,550,722,2018,26000,4,1,0,0,700000
12,522,651,900,2016,65000,1,1,1,0,975000
3,80,627,29,2009,130000,1,1,1,0,500000
17,127,521,1000,2013,75000,1,1,1,2,550000
15,483,363,988,2014,110000,1,1,1,2,550000
12,17,438,690,2014,50000,4,1,1,0,240000
19,245,99,1087,2009,80000,4,1,1,2,120000
12,15,511,682,2013,60000,4,1,1,2,900000
9,104,267,257,2009,90000,4,1,1,2,250000
17,274,24,1008,2017,36000,4,1,1,0,280000
